medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
DF945EC9DC2267B1824BD1B3E4DD29DF,00BF52E4A8E6DBB0155CD0C72CBBEB00,VTS,1,,2013-01-13 10:15:00,2013-01-13 10:18:00,6,180,1.03,-73.954803,40.769821,-73.946419,40.781841
D1F80808FCF8729A071C6A4A65078DB7,9873E7AD6793286639F9D7EEEC98F9A4,VTS,1,,2013-01-13 10:14:00,2013-01-13 10:19:00,5,300,1.75,-73.952461,40.784264,-73.967346,40.766571
FF40FB8123940D9F96D33EDA1D92A83C,0E3E115482EA09F5381483A107AEFB5E,VTS,1,,2013-01-13 10:14:00,2013-01-13 10:20:00,5,360,1.41,-73.969986,40.785625,-73.98555,40.778393
0D3855BD27C3CAD7051D444E95D1B306,A311D5D27A613A095BE21B3EE5A65F11,VTS,1,,2013-01-13 10:11:00,2013-01-13 10:24:00,1,780,3.89,-73.907944,40.745384,-73.972244,40.762154
09EE700858482DA94CCBC192D2208B10,F228CBD65CD14DC75951A2A6AE9A0A28,VTS,1,,2013-01-13 10:14:00,2013-01-13 10:21:00,1,420,1.26,-73.991051,40.751324,-73.97683,40.756672
9D8B7509488E5A2272881616A8F62BB9,F7BFAEA11982396C5EEDA5680EE78C69,VTS,1,,2013-01-13 10:13:00,2013-01-13 10:22:00,5,540,2.34,-73.976845,40.758343,-74.00647,40.749783
CEEE11949C17DF1A1A742EDB90FA8C59,AF963D41007FA84A3F2ABC278B66CDF3,VTS,1,,2013-01-13 10:11:00,2013-01-13 10:21:00,1,600,2.09,-73.99691,40.748966,-73.971611,40.752911
52296C2785890B4BAF74FBAB74141A5E,D1C13DD029180ACF9F77E0B14FAE02D1,VTS,1,,2013-01-13 10:18:00,2013-01-13 10:25:00,1,420,1.51,-74.000893,40.757954,-73.978241,40.752541
BE8510A528238ACE647199089ADF6B47,A14986CCF33AF0266289D422ACB52132,VTS,1,,2013-01-13 10:16:00,2013-01-13 10:23:00,2,420,1.95,-74.008598,40.735245,-74.017235,40.709888
7A69E35CB830CACE1D5664239386F42C,C857FC11729924FC794AEC73A5BC97E2,VTS,1,,2013-01-13 10:09:00,2013-01-13 10:22:00,5,780,3.40,-73.985703,40.759735,-74.000519,40.723991
B753557DB4D65F6B6D9E3612BA4ADE6F,EEC199A4CD74247A8D658B8F3C45030D,VTS,1,,2013-01-13 10:17:00,2013-01-13 10:22:00,2,300,1.24,-73.981445,40.7687,-73.985573,40.780369
E79E74C15D90CD93B1564E91E3D64765,9D1B49F1300FE00670C5052C008D2112,VTS,1,,2013-01-13 10:15:00,2013-01-13 10:23:00,4,480,2.83,-73.97683,40.75528,-73.952644,40.786366
660C2445440AA99FC88669856B0E8E25,42B075ACA8824E186C9EAD3E2E4AFA56,VTS,1,,2013-01-13 10:18:00,2013-01-13 10:25:00,4,420,1.63,-73.979126,40.781868,-73.958832,40.780739
3111F896B6656FEF800373A5D896B51A,D175F88CCB25A3661A1FB19F10EDE37B,VTS,1,,2013-01-13 10:14:00,2013-01-13 10:22:00,2,480,2.13,-73.995636,40.724876,-73.978477,40.750351
274157A7E6A1820B13BB747B086462AD,9645E325B3E2CCA64E2A6488D7904663,VTS,1,,2013-01-13 10:56:00,2013-01-13 11:08:00,1,720,2.23,-73.947433,40.776314,-73.973618,40.76276
5FCE063CD87FDD7D6202A1D533969B46,60366F52CDC2F6944143B725FF1605A9,VTS,1,,2013-01-13 11:03:00,2013-01-13 11:13:00,1,600,2.40,-74.000443,40.735455,-73.976028,40.755062
6BA29E9A69B10F218C1509BEDD7410C2,1704B8C5B138EFBAB8596E93C1ABB6B2,VTS,1,,2013-01-13 11:06:00,2013-01-13 11:19:00,1,780,3.13,-73.93766,40.804577,-73.967491,40.768608
C703E0BC6A8677741E74962F130AD35B,AE27691209D312C405EA3D9A1B8A1F7D,VTS,1,,2013-01-13 11:06:00,2013-01-13 11:17:00,2,660,2.35,-73.988884,40.754524,-73.9842,40.729141
E2214C4F27A108FD90DBA830B6DA7FD8,3C702CCB8C56E9D075A4EC7C354C8CC7,VTS,1,,2013-01-13 10:59:00,2013-01-13 11:12:00,2,780,2.34,-73.963501,40.767887,-73.989197,40.756134
9EF0395E4582F99AE2683BD2D2393F49,4594C0EE914488E2152CD5590A98CA05,VTS,1,,2013-01-13 11:06:00,2013-01-13 11:11:00,1,300,1.65,-73.977547,40.784176,-73.958794,40.79002
0B84045AE4809A95A32F796400C8B403,78D9DB47F786DFE1766F6800D54200E7,VTS,1,,2013-01-13 11:06:00,2013-01-13 11:10:00,2,240,.86,-73.95266,40.780685,-73.956711,40.770973
D91F6CD88D35DEFB4293928C660F7370,3A2DB2835EE094292259EF78F394B720,VTS,1,,2013-01-13 11:07:00,2013-01-13 11:16:00,1,540,.89,-74.007156,40.734303,-73.998711,40.727127
33E8C411DB7C652AFBC72100C206ACB7,066C148732A193D87478E6B8F000E249,VTS,1,,2013-01-13 10:57:00,2013-01-13 11:09:00,5,720,3.52,-73.99987,40.7197,-73.981285,40.760647
B09CBB3A924A4E59F80E41E8DE9AED49,2BF9203860E86399A680E660FBC3096C,VTS,1,,2013-01-13 11:11:00,2013-01-13 11:14:00,1,180,.82,-73.982948,40.781906,-73.975388,40.791317
9921EC712A73126B4E449EF6B092A5AB,B6C64ED4CB148AA40847C799EF089F5A,VTS,1,,2013-01-13 11:06:00,2013-01-13 11:14:00,1,480,1.02,-73.986137,40.759266,-73.991325,40.750381
B81DC8EF25CA60D2269F8049DBB1F5A5,33558B467D79E04FE8FCB6CACEC0E237,VTS,1,,2013-01-13 11:12:00,2013-01-13 11:14:00,1,120,.67,-73.962624,40.773071,-73.957794,40.779442
47AF1F2AEEF911FD2C5372AD3789062F,BC96657AD8296DF4BC231304665E2CA9,VTS,1,,2013-01-13 11:06:00,2013-01-13 11:14:00,6,480,1.72,-73.991722,40.756607,-73.990997,40.771149
58DB8D76A5B7E2CE8E3B12B9D3E73CE2,B01731544FD385465663B64938D4AB0A,VTS,1,,2013-01-13 10:57:00,2013-01-13 11:11:00,1,840,3.29,-73.95182,40.775311,-73.994682,40.755566
9D9A208AD124DFCAF143C78B5982185B,84E58B2BD574AA02B533D73C752E8FF5,VTS,1,,2013-01-13 11:05:00,2013-01-13 11:14:00,1,540,1.41,-73.984978,40.768093,-73.972031,40.781681
E12AAA89CF4777BC0E72510515F57BD1,E62FA119A928D527869BDAF32387CCD7,VTS,1,,2013-01-13 11:01:00,2013-01-13 11:08:00,5,420,2.11,-73.930077,40.754387,-73.897827,40.750401
EF081C9F6B489EC18EDBF2861BE64137,A1E078ED297768917C9CF6FAB720670E,VTS,1,,2013-01-13 11:00:00,2013-01-13 11:13:00,6,780,2.69,-73.978348,40.757336,-73.988274,40.727291
9E4A6E4D306CD037516E315FDCA8677F,FFF657CFEC6A06384C97ACB500916913,VTS,1,,2013-01-13 11:06:00,2013-01-13 11:14:00,2,480,1.91,-73.979347,40.765091,-73.982117,40.745773
C7C670B61035071B3611BFE9704B5AFB,604DD9A08A31B02DF1B2553F64CE461B,VTS,1,,2013-01-13 11:11:00,2013-01-13 11:15:00,1,240,1.09,-73.958,40.776337,-73.967255,40.763496
3DF0F9565A7E26AA877CDB83DD64F686,E6A122014064D64213FFAACDC830CC3C,VTS,1,,2013-01-13 10:10:00,2013-01-13 10:25:00,5,900,6.90,-73.98053,40.68766,-74.03138,40.630062
94FDCBD4545E22964BBCE5D1332076F8,11F130DCDB18EC5EEBF064CC46B22E19,VTS,1,,2013-01-13 10:21:00,2013-01-13 10:23:00,2,120,.85,-73.990463,40.766563,-73.984589,40.774006
F24AC9E40A0A8F63778953AC56789FAF,09ADF0C139D384FC02B746A39E9BD4D9,VTS,1,,2013-01-13 10:19:00,2013-01-13 10:27:00,2,480,1.86,-74.003265,40.74728,-73.992958,40.734329
BE63DAC380EDE4C0D59593C0891B569C,2552E72BD887800C38D1F42B5EC4CFD8,VTS,1,,2013-01-13 10:16:00,2013-01-13 10:23:00,1,420,2.44,-73.972015,40.763645,-73.937248,40.748718
39C5EDFE45D18B3FBFB9C8A65B320F90,96A675C73D91A0B5F9ECFB03F6272663,VTS,3,,2013-01-13 10:04:00,2013-01-13 10:24:00,1,1200,13.60,-74.003098,40.743206,-74.182938,40.687912
E9DAEC43BCCBD47B75C0E1DD854EF9E3,8517382A3ACE0974B92114C4F7FB43FA,VTS,1,,2013-01-13 10:10:00,2013-01-13 10:23:00,3,780,3.32,-73.992737,40.758144,-73.985001,40.721767
AC685D6E8D5F37E36209988E510DADEE,0E9376980F70CE7C79A69D2D58496A76,VTS,1,,2013-01-13 05:33:00,2013-01-13 05:39:00,6,360,2.03,-73.987259,40.776154,-73.970291,40.799698
AA70234AB7643A84903E4B0705352D8A,8DD6CE64038C4A123A197DBB3317D90F,VTS,2,,2013-01-13 05:21:00,2013-01-13 05:44:00,2,1380,17.68,-73.782051,40.644684,-73.980186,40.748192
8059555A7F3C2D7A5D51558A19B3D2A9,72D38BE10BDA34AB3AA3CB88023D1021,VTS,1,,2013-01-13 05:25:00,2013-01-13 05:39:00,1,840,4.89,-74.005867,40.737541,-73.954407,40.778278
6A8D5E0EDA4E3DDEF1ED34B091CAF953,B355B0350C89ABBA6500ACBF41D80644,VTS,1,,2013-01-13 05:30:00,2013-01-13 05:44:00,2,840,3.67,-73.984764,40.724346,-73.968468,40.693172
F2B9DE56B0707E17FFE6537BE8AFED90,5716E756545218EDD1A39A35DB65B056,VTS,1,,2013-01-13 05:39:00,2013-01-13 05:42:00,1,180,1.12,-73.96743,40.7565,-73.974777,40.743942
1F9D9AFAA6230CCF52497022E6D081E7,7007A19F236D3E76BEE1335040E4AC1D,VTS,1,,2013-01-13 05:31:00,2013-01-13 05:39:00,1,480,3.67,-73.988312,40.733616,-73.954964,40.777428
50445D96CEF9AFFD9AE89F5C587D5FBE,8C14DCF69CAA2A9A0DFAFD99E00536A1,VTS,1,,2013-01-13 05:39:00,2013-01-13 05:43:00,5,240,.79,-73.992882,40.724262,-73.989059,40.716873
1CA1F43CA75E2744B36B98B233D301FC,CA54FEB44F424C224775A00990D59CCE,VTS,1,,2013-01-13 05:26:00,2013-01-13 05:43:00,1,1020,4.87,-73.986053,40.755566,-74.010117,40.70536
CD84F285A569F171066653D97073B8CF,B14678DB1B9D80C6401E6E7A7BA02242,VTS,1,,2013-01-13 05:37:00,2013-01-13 05:43:00,1,360,1.83,-73.919197,40.765923,-73.94072,40.755901
D664E76309B817E44E2A833E589FA791,A944482E880F834129BAC0B6791AC3A3,VTS,1,,2013-01-13 05:32:00,2013-01-13 05:47:00,1,900,4.00,-73.982681,40.731232,-73.940437,40.709034
647E33016ADAD0E4DAC3D659FC82320B,9DD577E2DF1B1B71C0F0AAD883AB81F1,VTS,1,,2013-01-13 05:34:00,2013-01-13 05:47:00,1,780,2.84,-74.003143,40.727829,-73.976723,40.751759
756B122A596AC264676498AC73A71587,AF0847D1C69500DBF4905808B6DD099A,VTS,1,,2013-01-13 05:45:00,2013-01-13 05:46:00,1,60,.73,-73.964874,40.689865,-73.970024,40.689606
E0AA965A6EF756AD2C5FBF64E5257F3C,ED9ED73AF728A04C7B221AB0408F34E8,VTS,1,,2013-01-13 05:33:00,2013-01-13 05:48:00,1,900,4.01,-74.008957,40.713776,-73.966095,40.683296
630D390996EED8370C1E5494B9EFED1F,6235DA87157160B95AD695AE14488753,VTS,1,,2013-01-13 05:36:00,2013-01-13 05:50:00,5,840,6.09,-74.000687,40.732361,-73.922859,40.74345
8E171D5017F55FBFDAF1D087903A6CC7,8045DD5CAF7BBF4CC34B05758A603F81,VTS,2,,2013-01-13 05:19:00,2013-01-13 05:48:00,1,1740,18.48,-73.781898,40.644718,-73.994431,40.738232
CA2E404BE3197B507CBBA41D1E0EA70F,4C9572D2BCF90515902893079E03B2E3,VTS,1,,2013-01-13 05:12:00,2013-01-13 05:48:00,1,2160,10.22,-73.989243,40.743061,-73.988693,40.641827
2699B589426367CD464EEC9023834E4E,25712A86A838F346AD74C6268032D868,VTS,1,,2013-01-13 05:24:00,2013-01-13 05:49:00,1,1500,12.58,-73.781113,40.645081,-73.962509,40.693878
5041439129E3BB6CBC7B499C0DDE268F,190938609F71EEEC6C4C5B79853D5495,VTS,1,,2013-01-13 05:41:00,2013-01-13 05:45:00,1,240,.84,-73.979935,40.726837,-73.978821,40.71981
F1D4DA996A8D53BE92E6635C57F96720,C04D0AED5E6A9E0810C7204D0AC0494B,VTS,2,,2013-01-13 05:33:00,2013-01-13 05:58:00,5,1500,17.98,-74.001564,40.720917,-73.78212,40.648693
01B3759A03D0D86B2E75686281094832,948267ACEDE8B265AB4A83E93B0CE7D8,VTS,1,,2013-01-13 05:58:00,2013-01-13 06:01:00,2,180,.91,-73.978989,40.73608,-73.972359,40.745541
942A9CC219BD7E3FF6E2830C12B54051,C951257FE6744F083FBA037AC217F84D,VTS,1,,2013-01-13 05:55:00,2013-01-13 06:00:00,1,300,2.15,-73.996223,40.738098,-73.977959,40.762032
98B20BEB1F9CD79CBA5E4CCD884884F5,3237FB502254893B0781F939CF89C8A0,VTS,1,,2013-01-13 05:43:00,2013-01-13 06:07:00,4,1440,7.40,-73.988258,40.764107,-73.896416,40.740242
AAFD0FA3E1B0834DA2CFBF1AC4E06583,D5BEBE7DEA024D221703ACC922C38D3C,VTS,1,,2013-01-13 05:53:00,2013-01-13 06:04:00,2,660,1.74,-73.979538,40.727448,-74.008453,40.732731
ABD4E623646A8BC94B31B96A6684E30B,64B88018EF7341B2A5BE11D1F7721D73,VTS,1,,2013-01-13 05:52:00,2013-01-13 06:03:00,1,660,6.92,-73.98941,40.726276,-73.906532,40.741951
AAC02CE039B299B08601201686A0ADFA,247ED784C2D96DF3D79BB8C79E67151C,VTS,2,,2013-01-13 05:32:00,2013-01-13 06:04:00,1,1920,18.53,-73.78196,40.644844,-73.988182,40.763153
5D26E8E561B5D19E419AF1801406028E,40A71EDFC805A7C994456101F7F18714,VTS,1,,2013-01-13 10:48:00,2013-01-13 11:14:00,1,1560,11.95,0,0,0,0
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1,,2013-01-13 11:09:00,2013-01-13 11:12:00,1,180,.39,-73.993553,40.757206,-73.994644,40.752502
B3B4192518E7D18AE1026A535B10C3CD,8B8AFFE6DE97A37EA077EB9B641FCEB0,VTS,1,,2013-01-13 11:01:00,2013-01-13 11:15:00,5,840,3.27,-73.988945,40.74868,-73.977119,40.784733
7E891B339D94C865F2FDAB19F165202E,25C56F2D5EF1F18782B9414E045087EF,VTS,1,,2013-01-13 10:58:00,2013-01-13 11:14:00,1,960,4.96,-73.947098,40.780041,-73.994286,40.752407
E198E8F9086B386D51ACCE7A66DA7D8C,2867D4AF2AC15A048108DE55A5B4F199,VTS,1,,2013-01-13 10:42:00,2013-01-13 10:53:00,1,660,2.50,-73.988533,40.779072,-73.95713,40.780441
7989C2AB3F345F4AB54D3CF1E0480D67,53BD22B9FE8C6DFA4FF593102A599F3A,VTS,1,,2013-01-13 10:41:00,2013-01-13 10:53:00,1,720,2.76,-74.015465,40.711128,-73.998177,40.736195
67651B7D17DF408749E8475B12A22EB8,21D086F9F8A40D99A834C253B05DD6D4,VTS,1,,2013-01-13 10:43:00,2013-01-13 10:52:00,1,540,1.88,-73.99765,40.75658,-73.973663,40.75951
9BB934828EB711E57642DB7674A8264A,E87D982182F6490E3A70ED132BB6F5BF,VTS,1,,2013-01-13 10:47:00,2013-01-13 10:52:00,1,300,.86,-74.008995,40.730785,-73.999115,40.726589
69AAA9E6753311E71926AA25F92E4820,BF1CBF906E9B571758591912A489FF5C,VTS,1,,2013-01-13 10:44:00,2013-01-13 10:49:00,1,300,1.47,-73.950943,40.786064,-73.955383,40.772873
E198E8F9086B386D51ACCE7A66DA7D8C,2867D4AF2AC15A048108DE55A5B4F199,VTS,1,,2013-01-13 10:24:00,2013-01-13 10:26:00,3,120,.53,-73.989517,40.772701,-73.985184,40.778309
0200040947E2B1D081AF8F007C161F04,98C744891B55EA726AB9B31D4656AAD0,VTS,1,,2013-01-13 10:14:00,2013-01-13 10:27:00,5,780,8.12,-73.8731,40.773911,-73.870476,40.702816
F2514E0470A1C9A4719141CA9F98405F,EA7E87D1D74058EFACD4BFE35840B5E6,VTS,1,,2013-01-13 10:25:00,2013-01-13 10:27:00,1,120,.52,-73.950424,40.777473,-73.95018,40.771683
9786E56B89705E96F375715B844D2336,7DC1B0AE8005785D16DC3A1708002BF0,VTS,1,,2013-01-13 10:22:00,2013-01-13 10:27:00,1,300,2.04,-73.991821,40.739506,-73.978889,40.761955
15D1318EA014FD9A96B258E08E82F455,8528C0116910CADD8E9CE558C9492CF8,VTS,1,,2013-01-13 10:21:00,2013-01-13 10:30:00,2,540,2.75,-73.981697,40.749386,-73.958771,40.783424
07E26E11432B8E54F5C40CC091CECC31,2C4349D6A00C5CC6AF434CE5605893BE,VTS,1,,2013-01-13 10:14:00,2013-01-13 10:26:00,1,720,1.47,-74.012764,40.702171,-73.998886,40.7145
00790C7BAD30B7A9E09689A13ED90042,F532BF602E32383CEF320E3E569536D2,VTS,1,,2013-01-13 10:13:00,2013-01-13 10:27:00,6,840,3.33,-73.957222,40.780735,-73.991043,40.75069
7B203E9D4AB2A49EDD3008F5DCEB537F,1CD4CEA1F34B92F4B8F2CE64EBD987E9,VTS,1,,2013-01-13 10:22:00,2013-01-13 10:26:00,1,240,.72,-73.972916,40.756645,-73.967133,40.760658
E1135D08FFD52E25982AA1BE88BDFD9B,C75FFA9C631438E164CB843F364FEA68,VTS,1,,2013-01-13 10:18:00,2013-01-13 10:27:00,1,540,2.13,-73.958817,40.774544,-73.983795,40.760723
8AD5419416F6FC11C7FEE88157D780DB,5A67B20C46454475C8952E07FBFDA5D5,VTS,1,,2013-01-13 10:20:00,2013-01-13 10:26:00,6,360,1.32,-73.9869,40.761265,-73.999969,40.758701
F1C9999513AF3506F13F6FB7AF823720,2D8B2120FDFD9CE42A451660C2C5B5C3,VTS,1,,2013-01-13 10:23:00,2013-01-13 10:24:00,1,60,.63,-73.95121,40.778755,-73.953461,40.772705
479D0A450FE2536023A99C619635D570,59707874C033BC0F4B0D21BB83CBDF97,VTS,1,,2013-01-13 10:27:00,2013-01-13 10:31:00,1,240,.48,-73.980446,40.770222,-73.984764,40.767792
659E458DAB4994068BDE5379AA02B621,F5DD325D1D22596FAF60826FF2B0EDE4,VTS,1,,2013-01-13 10:05:00,2013-01-13 10:30:00,6,1500,11.88,-73.873085,40.773933,-73.999748,40.7589
2661F8B55002CBF46155A9BB67C9358C,468CE9BA04EF53BE47F6F2FE3240C2C7,VTS,1,,2013-01-13 10:28:00,2013-01-13 10:30:00,1,120,.44,-73.958832,40.768654,-73.961273,40.765217
9B375E774BDAA8CC45CE6F3BF072C1E2,B39779EB8E6BFB913F784D874796BAB6,VTS,1,,2013-01-13 10:29:00,2013-01-13 10:33:00,2,240,1.35,-73.966942,40.78434,-73.95417,40.784031
1F1AB2B5CE2AEDBEC2683B802E123EDE,C9EED115645CF474C002966CEBCA6449,VTS,1,,2013-01-13 10:15:00,2013-01-13 10:28:00,4,780,9.34,-73.988083,40.718903,-73.870331,40.772781
570BEC6BE89198DB9643A0AAA144C434,7C2735772B199BF5F1CE476DEDB7070C,VTS,1,,2013-01-13 10:48:00,2013-01-13 10:53:00,1,300,.90,-73.981377,40.780914,-73.97435,40.790668
9C18C2A149BDA5553ED49CE75673231A,CBC7C30DDC84A66100B73CEC43716ABE,VTS,1,,2013-01-13 10:51:00,2013-01-13 10:53:00,1,120,.47,-74.002563,40.728397,-73.999786,40.734509
54323A8C12BA639E9C5CA3470D4CB43C,96D6FD5033A4E3AFE7D1E3F9CBD534F5,VTS,1,,2013-01-13 10:46:00,2013-01-13 10:54:00,1,480,1.34,-73.955772,40.764229,-73.972527,40.760887
E12B76291A4DF127D45655362C618FA8,CEC4354EEA3FE515440FF6181B66BDF2,VTS,1,,2013-01-13 10:13:00,2013-01-13 10:26:00,6,780,4.96,-74.009636,40.706707,-73.997681,40.749474
C7CD5A324582EFE8885A3B2B02124B3F,E6F9246DEBE2F6DEC13428328614C702,VTS,1,,2013-01-13 09:59:00,2013-01-13 10:26:00,1,1620,12.71,-73.777573,40.644794,-73.833984,40.666252
F6BD3BC7A18920DB6F0F4829B36D8326,64933469AC0BAF284C47D49162B56F68,VTS,1,,2013-01-13 10:24:00,2013-01-13 10:30:00,1,360,1.52,-73.973244,40.756813,-73.991371,40.751389
FB12D4C528DA587A7F9B894003694B51,92C0F7085F267DD8D1C9DF3DDC76A301,VTS,1,,2013-01-13 10:06:00,2013-01-13 10:25:00,5,1140,9.83,-74.014923,40.716454,-73.989098,40.691273
34346632EF1C766560C2A2268B85E0C7,B29D0590C34A2978FA87A7F3F14A8B1E,VTS,1,,2013-01-13 10:26:00,2013-01-13 10:28:00,4,120,.39,-73.977219,40.787727,-73.973206,40.785213
F348F7C09A6714907CE561F28317595E,D7C8ED1847466A01BE4717CE9534EB86,VTS,1,,2013-01-13 10:26:00,2013-01-13 10:29:00,1,180,.98,-73.966194,40.764648,-73.962349,40.775951
9DA4949196FD93E20A63C67B1916F38D,892EDE6F6AAB9C18FC75A50A684F65F8,VTS,1,,2013-01-13 10:20:00,2013-01-13 10:27:00,1,420,1.29,-73.963356,40.777397,-73.945747,40.773556
0F361B5BC38B462C0C1D4CDBB64E1324,D27372F8A8F447C6AE93450E9825DD7B,VTS,1,,2013-01-13 09:54:00,2013-01-13 10:25:00,5,1860,7.11,-73.931435,40.703655,-74.005653,40.709267
27A66351B6F3872FBF696EB66FFB983C,57EBFBD2EB8E56FA92E5BF2FFB3D29AC,VTS,1,,2013-01-13 10:20:00,2013-01-13 10:27:00,3,420,2.02,-73.988167,40.759621,-74.005234,40.740227
809F31F879FFB68E293EE07A0B96BA1C,D37C8C3EB0E10A197FC748247295A6EF,VTS,1,,2013-01-13 13:34:00,2013-01-13 14:01:00,1,1620,20.25,-73.776772,40.645103,-73.888062,40.860012
7E94181F851247ACE580CA73F8641E39,AC433CD9F60ED257513ED366F3025E8A,VTS,1,,2013-01-13 10:14:00,2013-01-13 10:25:00,1,660,2.46,-73.958023,40.779423,-73.984787,40.770287
69F42CD1BA72F0F090E85F299C7B6301,65BABDDBC94F4C1AA996FA693E4D4F57,VTS,1,,2013-01-13 10:16:00,2013-01-13 10:28:00,1,720,2.17,-73.992844,40.713799,-74.001717,40.733776
D6B8D56A5D40E146B8D997FE746D7992,972D3BFAA5DE759A2733240121975168,VTS,2,,2013-01-13 09:57:00,2013-01-13 10:27:00,1,1800,17.61,-73.78878,40.645191,-73.992699,40.756935
8D8BCB635B9DD8552169EF724F8B31BF,CED64F99A0EB4DB33F2853F2A8A6CEF5,VTS,1,,2013-01-13 10:20:00,2013-01-13 10:31:00,1,660,1.77,-73.977867,40.751862,-73.988167,40.749813
85B6168FC88F4914E4741015B1678BF4,8766DED49EB24740ED9EAC23A5C01C26,VTS,1,,2013-01-13 10:23:00,2013-01-13 10:30:00,1,420,.88,-74.003433,40.71088,-73.994377,40.719257
226AD0C39152736E948B331B86E65DF3,0C3B96194DF3343EC02F52D5B679F243,VTS,1,,2013-01-13 10:25:00,2013-01-13 10:32:00,1,420,1.49,-73.979866,40.784031,-73.957916,40.77454
6FCE52FA1DFCF8BA126B02481A651FC9,DA69DB0526CDD2DD77C6C6F723730718,VTS,1,,2013-01-13 10:25:00,2013-01-13 10:30:00,1,300,.69,-74.004555,40.721527,-74.000427,40.727318
BE54A97ED1F5798C5464F9473F309281,867E6DF1BE87499428ED3297E00071E4,VTS,2,,2013-01-13 10:00:00,2013-01-13 10:31:00,1,1860,17.88,-73.984787,40.773952,-73.795197,40.644566
C7FB13304152D41314039EE89B03CFE6,FA83F760E13AEE7A47055315AD3EB5AC,VTS,1,,2013-01-13 10:26:00,2013-01-13 10:33:00,1,420,.87,-73.990585,40.756676,-73.977554,40.752724
A7092BF3AC309FD7F2DE0A48518AA9A9,A169B687A86BDE3FE5A8B23AA0AF220F,VTS,1,,2013-01-13 10:27:00,2013-01-13 10:31:00,1,240,1.31,-73.977036,40.764637,-73.986282,40.757336
4DC8AF4D7A35AA2B79F562CE97BD7EF2,45F0E5B56CC6D143477F3F70624C1BE3,VTS,1,,2013-01-13 10:24:00,2013-01-13 10:31:00,1,420,2.22,-73.971001,40.754841,-73.956406,40.775879
B6D017202CE202513CF36122074E2526,5B0DE4A6377771F8E1DD1D6856876AB5,VTS,1,,2013-01-13 10:21:00,2013-01-13 10:32:00,5,660,1.95,-73.949554,40.772636,-73.974251,40.778622
9FE6F16E40464555E762BEDD5C6B3912,DC1B98F6A5516C1C056CD1B5F9173F23,VTS,1,,2013-01-13 10:18:00,2013-01-13 10:30:00,5,720,2.53,-73.98571,40.723183,-73.977776,40.751556
3541D0677EEEA07B67E645E12F04F517,0D6AA3950920C855151DA03077356A6E,VTS,1,,2013-01-13 04:43:00,2013-01-13 04:45:00,1,120,1.25,-73.964699,40.755882,-73.955231,40.768738
6F43262CC0C66F560B4D6AF14F4F16E2,2DB0A594ED38674DBF3CA53B2C1991DC,VTS,1,,2013-01-13 04:33:00,2013-01-13 04:42:00,2,540,2.06,-73.986305,40.730335,-73.986305,40.730335
059A0953850A7AB184964FA36C1B0C6B,5C47BD038AFA648A8DE1968A86A06A81,VTS,1,,2013-01-13 04:31:00,2013-01-13 04:48:00,1,1020,6.12,-74.003899,40.725525,-73.924561,40.693142
C355BD433805B56A9D96AA0F205E2CE3,EDA1917FE493DC0A672ACE319448B150,VTS,1,,2013-01-13 04:27:00,2013-01-13 04:44:00,1,1020,5.43,-73.985275,40.773335,-73.92009,40.739372
3C53F252CAFA1D436C2A8DEABC725B71,6CF2655FF9918293FA915F1C8C741C86,VTS,1,,2013-01-13 04:34:00,2013-01-13 04:44:00,5,600,2.63,-73.991959,40.726227,-73.956467,40.708767
803374A58877CF5F2519B6127D5C9B6E,946D253FD81B048754291AEABFB0EFB9,VTS,1,,2013-01-13 04:35:00,2013-01-13 04:44:00,5,540,1.92,-73.991432,40.725353,-74.005875,40.70755
BCEB2F048FCA6F2DB11E275E6B892E15,F8D7A6374775B17B1C901980F3870800,VTS,1,,2013-01-13 04:27:00,2013-01-13 04:45:00,1,1080,8.09,-73.940544,40.712021,-73.928574,40.758049
B35408034074E9A6C2A36C9924B9970D,BEC5313B9E39221FA5ED6857B98E8B00,VTS,1,,2013-01-13 04:32:00,2013-01-13 04:40:00,1,480,3.74,-73.996063,40.759121,-74.012421,40.719482
F0AD54C49111DA6D8C2262BF67E28B53,9082DC60C5475758160C382E71685F08,VTS,1,,2013-01-13 04:28:00,2013-01-13 04:46:00,1,1080,4.68,-73.924706,40.74411,-73.855179,40.752762
9D256AAB27E676C8A9BD5651606D44A4,99F40DA651BE5C049001F1A2431B45A1,VTS,1,,2013-01-13 04:40:00,2013-01-13 04:46:00,5,360,1.82,-74.005287,40.739983,-74.004974,40.716496
F5B5E83EF52481B2BAD92B1CD8FA9EC7,954CC9AEAAC07A63EA6D12A7868499F8,VTS,1,,2013-01-13 04:15:00,2013-01-13 04:43:00,1,1680,5.56,-73.990723,40.745495,-73.992676,40.729912
C5C6CF191865C881DF126225D3E0A0DD,0C33991131A6062E19E750E056EBE053,VTS,1,,2013-01-13 04:27:00,2013-01-13 04:42:00,1,900,4.33,-73.992981,40.729874,-73.982071,40.769718
